Ship Mode,Region,Division,Factory,Product ID,Country/Region,Sales,Units,Gross Profit,Cost,Factory_Lat,Factory_Lon,Dest_Lat,Dest_Lon,Shipping_Distance_Miles,Ship Mode_enc,Region_enc,Division_enc,Factory_enc,Product ID_enc,Country/Region_enc,Sales_scaled,Units_scaled,Gross Profit_scaled,Cost_scaled,Factory_Lat_scaled,Factory_Lon_scaled,Dest_Lat_scaled,Dest_Lon_scaled,Shipping_Distance_Miles_scaled,Lead_Time
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,47.0,-110.5,977.7515691169475,3,3,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,1.658215174178908,-0.9116439903847171,-0.39258001843029894,1274
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,47.0,-110.5,977.7515691169475,3,3,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,1.658215174178908,-0.9116439903847171,-0.39258001843029894,1274
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,27.8,-81.5,296.4837210723361,3,1,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,1274
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,30.0,8,19.6,10.4,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,4,1,2.5795421001783834,2.306442882782402,2.410903909969331,2.833316878574649,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1276
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,40.4,-82.8,582.9475520897752,2,0,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,0.35981271236251994,0.6766609418050116,-0.9875038606491259,1272
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,36.8,-119.4,2192.70126305183,0,3,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1272
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,40.4,-82.8,582.9475520897752,2,0,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,0.35981271236251994,0.6766609418050116,-0.9875038606491259,1272
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,40.4,-82.8,582.9475520897752,2,0,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,0.35981271236251994,0.6766609418050116,-0.9875038606491259,1272
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,22.75,7,14.77,7.98,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,1,1,1.5075831917933598,1.7836940475896432,1.3675252396292095,1.7424924904846344,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1277
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,21.6,6,15.0,6.6,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,3,1,1.3375483304633218,1.2609452123968845,1.4172099382168344,1.1204521369457001,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1275
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1277
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,46.4,-93.1,1177.1128445486424,2,2,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,1.5401785867410542,0.08606380095467944,-0.09216570942060406,1275
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,46.4,-93.1,1177.1128445486424,2,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,1.5401785867410542,0.08606380095467944,-0.09216570942060406,1275
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,46.4,-93.1,1177.1128445486424,2,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,1.5401785867410542,0.08606380095467944,-0.09216570942060406,1275
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,3.75,1,2.45,1.3,32.076176,-81.088371,42.9,-75.6,805.6465281797413,3,0,0,4,4,1,-1.3016884301811849,-1.352798963566909,-1.2938464412383452,-1.2685434237473068,-0.46101816903483744,1.1745497289985671,0.8516318266869092,1.0895055451178652,-0.6519223447586157,1274
First Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,41.5,-99.9,1223.6997087019522,0,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,0.5762131226652515,-0.3038449910630163,-0.02196471089047499,1272
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,36.8,-119.4,2192.70126305183,0,3,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1271
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,39.3,-111.1,1747.4765981397925,2,3,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,0.14341230205978833,-0.9460477073274546,0.7673062845673532,1272
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,29.25,9,18.99,10.26,32.076176,-81.088371,32.7,-83.4,141.58975927927145,3,1,0,4,1,1,2.4686497993109673,2.829191717975161,2.2791314484978034,2.7702113354620033,-0.46101816903483744,1.1745497289985671,-1.1549901597565984,0.6422572248622732,-1.6525788410639635,1274
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,41.5,-99.9,882.3498815568031,0,2,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.5762131226652515,-0.3038449910630163,-0.5363392915623525,1272
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,14.4,4,9.6,4.8,32.881893,-111.768036,39.0,-75.5,2058.2451365473316,3,0,0,0,0,1,0.27298224213612576,0.21544754201136698,0.25069962355086056,0.3090951540688299,0.11699526121604702,-0.8676358430165786,0.08439400834086219,1.0952394979416546,1.2355984116391445,1277
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,29.25,9,18.99,10.26,32.076176,-81.088371,39.0,-75.5,572.0602766963383,3,0,0,4,1,1,2.4686497993109673,2.829191717975161,2.2791314484978034,2.7702113354620033,-0.46101816903483744,1.1745497289985671,0.08439400834086219,1.0952394979416546,-1.00390972135219,1277
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,39.0,-75.5,2058.2451365473316,3,0,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,0.08439400834086219,1.0952394979416546,1.2355984116391445,1277
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,1277
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1277
First Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,16.25,5,10.55,5.7,32.076176,-81.088371,37.5,-79.5,385.42109118225153,0,1,0,4,1,1,0.5465165842757524,0.7381963772041257,0.4559190307606154,0.7147736455072653,-0.46101816903483744,1.1745497289985671,-0.2106974602537714,0.8658813849900693,-1.285153317075257,1272
First Class,Gulf,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,37.5,-79.5,1840.5248157305537,0,1,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-0.2106974602537714,0.8658813849900693,0.9075191515425622,1272
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1277
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1277
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,17.45,5,12.45,5.0,32.881893,-111.768036,37.5,-79.5,1840.5248157305537,3,1,0,0,2,1,0.7239442656636182,0.7381963772041257,0.8663578451801244,0.3992459299440378,0.11699526121604702,-0.8676358430165786,-0.2106974602537714,0.8658813849900693,0.9075191515425622,1274
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,37.5,-79.5,1840.5248157305537,3,1,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-0.2106974602537714,0.8658813849900693,0.9075191515425622,1274
First Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,38.5,-98.4,1070.1999262703596,0,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,-0.013969814524015672,-0.21783569870617178,-0.2532710715288267,1273
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,3.49,1,2.49,1.0,32.881893,-111.768036,38.5,-98.4,843.4528018415427,0,2,0,0,2,1,-1.340131094481889,-1.352798963566909,-1.2852056240926715,-1.4037695875601186,0.11699526121604702,-0.8676358430165786,-0.013969814524015672,-0.21783569870617178,-0.5949526772354319,1273
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,38.5,-98.4,843.4528018415427,0,2,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.013969814524015672,-0.21783569870617178,-0.5949526772354319,1273
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1275
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,18.0,5,12.5,5.5,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,0.8052652862997236,0.7381963772041257,0.8771588666122169,0.6246228696320574,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1277
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,31.1,-97.6,838.6768461638266,2,2,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1272
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,31.1,-97.6,973.2089808386704,2,2,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1272
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,31.1,-97.6,973.2089808386704,2,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1274
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,19.5,6,12.66,6.84,32.076176,-81.088371,40.0,-89.2,710.052264607459,2,2,0,4,1,1,1.0270498880345562,1.2609452123968845,0.9117221351949124,1.2286330679959496,-0.46101816903483744,1.1745497289985671,0.2811216540706179,0.30968796108247465,-0.7959718075952291,1274
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,16.25,5,10.55,5.7,32.076176,-81.088371,40.6,-77.2,627.2644398314413,2,0,0,4,1,1,0.5465165842757524,0.7381963772041257,0.4559190307606154,0.7147736455072653,-0.46101816903483744,1.1745497289985671,0.3991582415084716,0.9977622999372306,-0.9207234531725781,1274
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1275
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1275
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1275
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,31.41,9,22.41,9.0,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,2,1,2.788019625809126,2.829191717975161,3.0179213144529204,2.202261447448194,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1277
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1275
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,42.9,-75.6,805.6465281797413,3,0,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,0.8516318266869092,1.0895055451178652,-0.6519223447586157,1277
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,10.8,3,7.2,3.6,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,0,1,-0.2593008020274721,-0.30730129318139177,-0.2677494051895721,-0.23180950118241686,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1275
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,22.5,6,14.7,7.8,32.076176,-81.088371,36.8,-119.4,2192.70126305183,2,3,0,4,4,1,1.470619091504221,1.2609452123968845,1.35240380962428,1.6613567921969472,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1273
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,16.25,5,10.55,5.7,32.076176,-81.088371,36.8,-119.4,2192.70126305183,2,3,0,4,1,1,0.5465165842757524,0.7381963772041257,0.4559190307606154,0.7147736455072653,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1273
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1273
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,10.8,3,7.2,3.6,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,0,1,-0.2593008020274721,-0.30730129318139177,-0.2677494051895721,-0.23180950118241686,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1273
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1273
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,18.0,5,12.5,5.5,32.881893,-111.768036,44.3,-89.8,1417.591569205816,3,2,0,0,3,1,0.8052652862997236,0.7381963772041257,0.8771588666122169,0.6246228696320574,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.2752842441397372,0.2702078244714854,1274
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,44.3,-89.8,1417.591569205816,3,2,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.2752842441397372,0.2702078244714854,1274
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,44.3,-89.8,966.730515473792,3,2,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,1.127050530708567,0.2752842441397372,-0.4091874674326088,1274
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,25.2,7,17.5,7.7,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,1.8698313746269193,1.7836940475896432,1.9572610098214518,1.6162814042593434,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1275
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1275
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,19.5,6,12.66,6.84,32.076176,-81.088371,43.7,-71.6,953.8912620818062,3,0,0,4,1,1,1.0270498880345562,1.2609452123968845,0.9117221351949124,1.2286330679959496,-0.46101816903483744,1.1745497289985671,1.0090139432707146,1.3188636580694506,-0.4285347324799541,1274
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,3.6,1,2.5,1.1,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-1.323866890354668,-1.352798963566909,-1.2830454198062529,-1.3586941996225146,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1276
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1274
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1276
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,26.25,7,17.15,9.1,32.076176,-81.088371,40.1,-74.5,664.8744196805953,2,0,0,4,4,1,2.025080595841302,1.7836940475896432,1.881653859796805,2.247336835385798,-0.46101816903483744,1.1745497289985671,0.30079441864359374,1.152579026179551,-0.8640495776479241,1273
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,3.6,1,2.4,1.2,32.881893,-111.768036,34.8,-92.2,1128.9597470807196,3,1,0,0,0,1,-1.323866890354668,-1.352798963566909,-1.3046474626704376,-1.3136188116849106,0.11699526121604702,-0.8676358430165786,-0.7418621037241124,0.13766937636878565,-0.16472683981655614,1275
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,39.1,-76.8,1988.6206751806435,3,0,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,0.10406677291383803,1.0206981112323896,1.130682427296879,1276
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,34.8,-106.2,1456.2129500265776,2,3,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,-0.7418621037241124,-0.6650840189617631,0.3284057639015256,1272
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,13.96,4,9.96,4.0,32.881893,-111.768036,44.3,-85.4,1617.5751554376207,2,2,0,0,2,1,0.20792542562724167,0.21544754201136698,0.32846697786192575,-0.05150794943200127,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.5275781683864805,0.5715598836465491,1272
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,21.6,6,15.0,6.6,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,3,1,1.3375483304633218,1.2609452123968845,1.4172099382168344,1.1204521369457001,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1275
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1275
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,42.3,-71.8,870.8056631522808,3,0,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,0.7335952392490555,1.3073957524218713,-0.553735089154146,1274
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,14.4,4,9.6,4.8,32.881893,-111.768036,42.3,-71.8,2260.0056527200927,3,0,0,0,0,1,0.27298224213612576,0.21544754201136698,0.25069962355086056,0.3090951540688299,0.11699526121604702,-0.8676358430165786,0.7335952392490555,1.3073957524218713,1.5396280980475572,1274
First Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,19.5,6,12.66,6.84,32.076176,-81.088371,40.6,-77.2,627.2644398314413,0,0,0,4,1,1,1.0270498880345562,1.2609452123968845,0.9117221351949124,1.2286330679959496,-0.46101816903483744,1.1745497289985671,0.3991582415084716,0.9977622999372306,-0.9207234531725781,1271
First Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,40.6,-77.2,627.2644398314413,0,0,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,0.3991582415084716,0.9977622999372306,-0.9207234531725781,1271
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,32.4,9,22.5,9.9,32.881893,-111.768036,47.4,-120.5,1102.36671949302,2,3,0,0,3,1,2.934397462954115,2.829191717975161,3.037363153030687,2.6079399388866293,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,1272
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,41.7,-71.5,849.0633217126194,3,0,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,0.6155586518112032,1.32459761089324,-0.586498274811466,1273
